gene,png,n_tx
DDX28,DDX28.png,1
DDX31,DDX31.png,3
DDX39A,DDX39A.png,2
DDX39B,DDX39B.png,3
DDX3X,DDX3X.png,4
DDX3Y,DDX3Y.png,7
DDX41,DDX41.png,1
DDX42,DDX42.png,7
DDX46,DDX46.png,7
DDX47,DDX47.png,1
DDX49,DDX49.png,1
DDX5,DDX5.png,13
DDX50,DDX50.png,3
DDX52,DDX52.png,7
DDX54,DDX54.png,4
DDX55,DDX55.png,1
DDX56,DDX56.png,3
DDX59,DDX59.png,2
DDX6,DDX6.png,5
DDX60,DDX60.png,4
DDX60L,DDX60L.png,2
DEAF1,DEAF1.png,1
DECR1,DECR1.png,9
DECR2,DECR2.png,2
DEDD,DEDD.png,7
DEDD2,DEDD2.png,2
DEF8,DEF8.png,8
DEGS1,DEGS1.png,3
DEK,DEK.png,6
DELE1,DELE1.png,12
DENND10,DENND10.png,4
DENND11,DENND11.png,1
DENND1A,DENND1A.png,3
DENND1B,DENND1B.png,13
DENND2B,DENND2B.png,10
DENND2C,DENND2C.png,1
DENND3,DENND3.png,5
DENND4B,DENND4B.png,8
DENND4C,DENND4C.png,5
DENND5A,DENND5A.png,5
DENND5B,DENND5B.png,5
DENND6A,DENND6A.png,3
DENND6A-AS1_PDE12,DENND6A-AS1_PDE12.png,1
DENND6B,DENND6B.png,1
DENR,DENR.png,4
DEPDC1,DEPDC1.png,1
DEPDC5,DEPDC5.png,5
DEPP1,DEPP1.png,1
DEPTOR,DEPTOR.png,3
DERA,DERA.png,3
DERL1,DERL1.png,11
DERL2,DERL2.png,5
DERPC,DERPC.png,1
DES,DES.png,60
DESI1,DESI1.png,7
DESI2,DESI2.png,4
DES_ENSG00000280323,DES_ENSG00000280323.png,5
DET1,DET1.png,3
DEXI,DEXI.png,2
DFFA,DFFA.png,7
DGAT1,DGAT1.png,1
DGAT2,DGAT2.png,1
DGCR2,DGCR2.png,16
DGCR8,DGCR8.png,2
DGKA,DGKA.png,1
DGKD,DGKD.png,9
DGKG,DGKG.png,8
DGKI,DGKI.png,1
DGKZ,DGKZ.png,10
DGLUCY,DGLUCY.png,35
DGUOK,DGUOK.png,2
DHCR24,DHCR24.png,2
DHCR7,DHCR7.png,5
DHDDS,DHDDS.png,5
DHFR,DHFR.png,1
DHFR2,DHFR2.png,2
DHODH,DHODH.png,3
DHPS,DHPS.png,1
DHRS1,DHRS1.png,1
DHRS12,DHRS12.png,4
DHRS3,DHRS3.png,3
DHRS4,DHRS4.png,3
DHRS4-AS1,DHRS4-AS1.png,3
DHRS7,DHRS7.png,3
DHRS7B,DHRS7B.png,7
DHRS7C,DHRS7C.png,1
DHRSX,DHRSX.png,5
DHTKD1,DHTKD1.png,8
DHX15,DHX15.png,3
DHX16,DHX16.png,2
DHX29,DHX29.png,5
DHX30,DHX30.png,10
DHX32,DHX32.png,15
DHX33,DHX33.png,1
DHX34,DHX34.png,2
DHX35,DHX35.png,4
DHX36,DHX36.png,3
DHX37,DHX37.png,2
DHX38,DHX38.png,4
DHX40,DHX40.png,3
DHX57,DHX57.png,3
DHX58,DHX58.png,2
DHX8,DHX8.png,8
DHX9,DHX9.png,5
DIABLO,DIABLO.png,1
DIAPH1,DIAPH1.png,7
DIAPH2,DIAPH2.png,10
DICER1,DICER1.png,8
DIDO1,DIDO1.png,7
DIMT1,DIMT1.png,3
DIO2,DIO2.png,1
DIP2A,DIP2A.png,12
DIP2B,DIP2B.png,3
DIP2C,DIP2C.png,3
DIP2C-AS1,DIP2C-AS1.png,2
DIPK1A,DIPK1A.png,5
DIPK1C,DIPK1C.png,1
DIPK2A,DIPK2A.png,2
DIPK2B,DIPK2B.png,6
DIRAS1,DIRAS1.png,14
DIRAS3,DIRAS3.png,2
DIS3,DIS3.png,5
DIS3L,DIS3L.png,14
DIS3L2,DIS3L2.png,2
DISC1,DISC1.png,2
DISC1-IT1,DISC1-IT1.png,1
DISP1,DISP1.png,6
DIXDC1,DIXDC1.png,13
DKC1,DKC1.png,2
DKK2,DKK2.png,1
DKK3,DKK3.png,37
DLAT,DLAT.png,21
DLC1,DLC1.png,14
DLD,DLD.png,14
DLG1,DLG1.png,1
DLG2,DLG2.png,1
DLG4,DLG4.png,2
DLG5,DLG5.png,1
DLGAP1,DLGAP1.png,3
DLGAP4,DLGAP4.png,11
DLK1,DLK1.png,1
DLK2,DLK2.png,1
DLL1,DLL1.png,3
DLL4,DLL4.png,2
DLST,DLST.png,4
DMAC1,DMAC1.png,5
DMAC2,DMAC2.png,6
DMAC2L,DMAC2L.png,6
DMAP1,DMAP1.png,4
DMC1,DMC1.png,1
DMD,DMD.png,29
DMGDH,DMGDH.png,1
DMPK,DMPK.png,35
DMPK_DMWD,DMPK_DMWD.png,1
DMRTA1,DMRTA1.png,1
DMTF1,DMTF1.png,5
DMTN,DMTN.png,12
DMWD,DMWD.png,1
DMXL1,DMXL1.png,2
DMXL2,DMXL2.png,1
DNAAF10,DNAAF10.png,1
DNAAF2,DNAAF2.png,3
DNAAF3-AS1,DNAAF3-AS1.png,9
DNAAF5,DNAAF5.png,5
DNAAF9,DNAAF9.png,6
DNAI4,DNAI4.png,2
DNAJA1,DNAJA1.png,3
DNAJA2,DNAJA2.png,7
DNAJA3,DNAJA3.png,4
DNAJA4,DNAJA4.png,3
DNAJB1,DNAJB1.png,3
DNAJB11,DNAJB11.png,2
DNAJB12,DNAJB12.png,7
DNAJB14,DNAJB14.png,7
DNAJB2,DNAJB2.png,2
DNAJB4,DNAJB4.png,27
DNAJB5,DNAJB5.png,8
DNAJB6,DNAJB6.png,13
DNAJB9,DNAJB9.png,3
DNAJC10,DNAJC10.png,25
DNAJC11,DNAJC11.png,6
DNAJC13,DNAJC13.png,3
DNAJC14,DNAJC14.png,3
DNAJC15,DNAJC15.png,10
DNAJC16,DNAJC16.png,4
DNAJC18,DNAJC18.png,4
DNAJC19,DNAJC19.png,2
DNAJC2,DNAJC2.png,3
DNAJC21,DNAJC21.png,6
DNAJC24,DNAJC24.png,4
DNAJC25,DNAJC25.png,5
DNAJC27,DNAJC27.png,6
DNAJC28,DNAJC28.png,2
DNAJC3,DNAJC3.png,14
DNAJC3-DT,DNAJC3-DT.png,1
DNAJC30,DNAJC30.png,2
DNAJC4,DNAJC4.png,2
DNAJC5,DNAJC5.png,6
DNAJC6,DNAJC6.png,7
DNAJC7,DNAJC7.png,2
DNAJC8,DNAJC8.png,2
DNAJC9,DNAJC9.png,2
DNAL1,DNAL1.png,3
DNAL4,DNAL4.png,1
DNALI1,DNALI1.png,1
DNASE1L1,DNASE1L1.png,11
DNASE1L3,DNASE1L3.png,1
DNASE2,DNASE2.png,3
DNER,DNER.png,1
DNM1L,DNM1L.png,25
DNM2,DNM2.png,10
DNMBP,DNMBP.png,2
DNMT1,DNMT1.png,2
DNMT3A,DNMT3A.png,6
DNMT3B,DNMT3B.png,1
DNPEP,DNPEP.png,10
DNPH1,DNPH1.png,1
DNTTIP1,DNTTIP1.png,1
DNTTIP2,DNTTIP2.png,11
DOC2B,DOC2B.png,1
DOCK1,DOCK1.png,8
DOCK2,DOCK2.png,1
DOCK4,DOCK4.png,1
DOCK5,DOCK5.png,4
DOCK6,DOCK6.png,2
DOCK7,DOCK7.png,4
DOCK9,DOCK9.png,4
DOHH,DOHH.png,1
DOK2,DOK2.png,1
DOK3,DOK3.png,1
DOK4,DOK4.png,3
DOK5,DOK5.png,2
DOK6,DOK6.png,1
DOK7,DOK7.png,10
DOLK,DOLK.png,1
DOLPP1,DOLPP1.png,2
DONSON,DONSON.png,3
DOP1A,DOP1A.png,5
DOP1B,DOP1B.png,3
DPAGT1,DPAGT1.png,1
DPCD,DPCD.png,1
DPF2,DPF2.png,5
DPF3,DPF3.png,10
DPH1,DPH1.png,4
DPH2,DPH2.png,5
DPH3,DPH3.png,9
DPH5,DPH5.png,2
DPH6,DPH6.png,5
DPH7,DPH7.png,12
DPM1,DPM1.png,1
DPM2,DPM2.png,1
DPP3,DPP3.png,3
DPP4,DPP4.png,3
DPP7,DPP7.png,5
DPP8,DPP8.png,10
DPP9,DPP9.png,9
DPT,DPT.png,2
DPY19L1,DPY19L1.png,1
DPY19L2,DPY19L2.png,12
DPY19L2P1,DPY19L2P1.png,2
DPY19L2P4,DPY19L2P4.png,1
DPY19L3,DPY19L3.png,2
DPY19L4,DPY19L4.png,12
DPY30,DPY30.png,1
DPYD,DPYD.png,2
DPYSL2,DPYSL2.png,8
DPYSL3,DPYSL3.png,6
DPYSL4,DPYSL4.png,6
DR1,DR1.png,2
DRAM1,DRAM1.png,2
DRAM2,DRAM2.png,5
DRAP1,DRAP1.png,1
DRG1,DRG1.png,2
DRG2,DRG2.png,1
DROSHA,DROSHA.png,20
DSC1,DSC1.png,11
DSC2,DSC2.png,14
DSE,DSE.png,9
DSEL,DSEL.png,1
DSG2,DSG2.png,13
DSN1,DSN1.png,4
DSP,DSP.png,31
DST,DST.png,80
DST-AS1,DST-AS1.png,2
DSTN,DSTN.png,11
DSTYK,DSTYK.png,5
DTD1,DTD1.png,2
DTD2,DTD2.png,4
DTNA,DTNA.png,48
DTNB,DTNB.png,3
DTNBP1,DTNBP1.png,1
DTWD1,DTWD1.png,8
DTWD2,DTWD2.png,3
DTX2,DTX2.png,3
DTX3,DTX3.png,5
DTX3L,DTX3L.png,2
DUBR,DUBR.png,4
DUS2,DUS2.png,2
DUS3L,DUS3L.png,1
DUS4L,DUS4L.png,2
DUSP1,DUSP1.png,5
DUSP10,DUSP10.png,3
DUSP11,DUSP11.png,1
DUSP13,DUSP13.png,1
DUSP14,DUSP14.png,2
DUSP15,DUSP15.png,1
DUSP16,DUSP16.png,2
DUSP18,DUSP18.png,2
DUSP19,DUSP19.png,5
DUSP22,DUSP22.png,5
DUSP26,DUSP26.png,3
DUSP28,DUSP28.png,4
DUSP3,DUSP3.png,11
DUSP4,DUSP4.png,3
DUSP5,DUSP5.png,2
DUSP6,DUSP6.png,3
DUSP7,DUSP7.png,1
DUSP8P5,DUSP8P5.png,1
DUT,DUT.png,5
DVL1,DVL1.png,2
DVL2,DVL2.png,3
DVL3,DVL3.png,7
DXO,DXO.png,1
DYM,DYM.png,15
DYNC1H1,DYNC1H1.png,6
DYNC1I1,DYNC1I1.png,7
DYNC1I2,DYNC1I2.png,9
DYNC1LI1,DYNC1LI1.png,6
DYNC1LI2,DYNC1LI2.png,5
DYNC2H1,DYNC2H1.png,1
DYNC2I1,DYNC2I1.png,2
DYNC2I2,DYNC2I2.png,5
DYNC2LI1,DYNC2LI1.png,1
DYNLL1,DYNLL1.png,1
DYNLL2,DYNLL2.png,1
DYNLRB1,DYNLRB1.png,1
DYNLT1,DYNLT1.png,1
DYNLT2B,DYNLT2B.png,1
DYNLT3,DYNLT3.png,3
DYNLT5,DYNLT5.png,1
DYRK1A,DYRK1A.png,3
DYRK1B,DYRK1B.png,6
DYRK2,DYRK2.png,4
DYRK3,DYRK3.png,10
DYSF,DYSF.png,13
DZANK1,DZANK1.png,1
DZIP3,DZIP3.png,15
E2F1,E2F1.png,1
E2F3,E2F3.png,6
E2F4,E2F4.png,1
E2F6,E2F6.png,9
E2F8,E2F8.png,2
E4F1,E4F1.png,3
EAF1,EAF1.png,3
EAPP,EAPP.png,1
EARS2,EARS2.png,10
EBAG9,EBAG9.png,1
EBF1,EBF1.png,1
EBF2,EBF2.png,3
EBLN3P,EBLN3P.png,6
EBNA1BP2,EBNA1BP2.png,2
EBP,EBP.png,1
ECD,ECD.png,2
ECE1,ECE1.png,17
ECH1,ECH1.png,2
ECHDC1,ECHDC1.png,4
ECHDC2,ECHDC2.png,6
ECHDC3,ECHDC3.png,5
ECHS1,ECHS1.png,3
ECI1,ECI1.png,3
ECI2,ECI2.png,1
ECM1,ECM1.png,1
ECM2,ECM2.png,1
ECPAS,ECPAS.png,18
ECSCR,ECSCR.png,1
ECSIT,ECSIT.png,5
ECT2,ECT2.png,3
EDA,EDA.png,1
EDA2R,EDA2R.png,5
EDARADD,EDARADD.png,2
EDC3,EDC3.png,3
EDC4,EDC4.png,3
EDEM1,EDEM1.png,2
EDEM2,EDEM2.png,1
EDEM3,EDEM3.png,6
EDF1,EDF1.png,2
EDIL3,EDIL3.png,5
EDN1,EDN1.png,2
EDNRA,EDNRA.png,6
EDNRB,EDNRB.png,6
EDRF1,EDRF1.png,3
EEA1,EEA1.png,12
EED,EED.png,1
EEF1A1,EEF1A1.png,1
EEF1A2,EEF1A2.png,2
EEF1AKMT1,EEF1AKMT1.png,1
EEF1AKMT2,EEF1AKMT2.png,3
EEF1AKMT2_FAM53B,EEF1AKMT2_FAM53B.png,1
EEF1B2,EEF1B2.png,1
EEF1D,EEF1D.png,6
EEF1E1,EEF1E1.png,2
EEF1G,EEF1G.png,1
EEF2,EEF2.png,3
EEF2K,EEF2K.png,7
EEF2KMT,EEF2KMT.png,2
EEFSEC,EEFSEC.png,4
EEPD1,EEPD1.png,2
EFCAB14,EFCAB14.png,15
EFCAB2,EFCAB2.png,4
EFCAB7,EFCAB7.png,3
EFEMP1,EFEMP1.png,4
EFEMP2,EFEMP2.png,7
EFEMP2_CFL1,EFEMP2_CFL1.png,1
EFHC1,EFHC1.png,1
EFHC2,EFHC2.png,8
EFHD1,EFHD1.png,1
EFHD2,EFHD2.png,2
EFL1,EFL1.png,5
EFNA1,EFNA1.png,2
EFNA5,EFNA5.png,1
EFNB1,EFNB1.png,2
EFNB2,EFNB2.png,2
EFR3A,EFR3A.png,21
EFR3B,EFR3B.png,1
EFTUD2,EFTUD2.png,4
EGF,EGF.png,2
EGFL7,EGFL7.png,3
EGFLAM,EGFLAM.png,2
EGFR,EGFR.png,2
EGLN1,EGLN1.png,15
EGLN2,EGLN2.png,2
EGLN3,EGLN3.png,10
EGR1,EGR1.png,3
EGR2,EGR2.png,2
EHBP1,EHBP1.png,5
EHD1,EHD1.png,5
EHD2,EHD2.png,4
EHD3,EHD3.png,8
EHD4,EHD4.png,14
EHF,EHF.png,1
EHHADH,EHHADH.png,10
EHMT1,EHMT1.png,10
EHMT2,EHMT2.png,3
EI24,EI24.png,3
EID1,EID1.png,7
EIF1,EIF1.png,4
EIF1AD,EIF1AD.png,2
EIF1AX,EIF1AX.png,7
EIF1AY,EIF1AY.png,4
EIF1B,EIF1B.png,1
EIF1B-AS1,EIF1B-AS1.png,4
EIF2A,EIF2A.png,8
EIF2AK1,EIF2AK1.png,10
EIF2AK2,EIF2AK2.png,11
EIF2AK3,EIF2AK3.png,4
EIF2AK4,EIF2AK4.png,3
EIF2B1,EIF2B1.png,2
EIF2B2,EIF2B2.png,2
EIF2B3,EIF2B3.png,4
EIF2B4,EIF2B4.png,2
EIF2B5,EIF2B5.png,1
EIF2D,EIF2D.png,3
EIF2S1,EIF2S1.png,9
EIF2S2,EIF2S2.png,3
EIF2S3,EIF2S3.png,3
EIF3A,EIF3A.png,12
EIF3B,EIF3B.png,3
EIF3C,EIF3C.png,7
EIF3CL,EIF3CL.png,1
EIF3D,EIF3D.png,1
EIF3E,EIF3E.png,5
EIF3F,EIF3F.png,5
EIF3G,EIF3G.png,1
EIF3H,EIF3H.png,2
EIF3I,EIF3I.png,3
EIF3J,EIF3J.png,5
EIF3K,EIF3K.png,1
EIF3L,EIF3L.png,2
EIF3M,EIF3M.png,5
EIF4A1,EIF4A1.png,2
EIF4A2,EIF4A2.png,7
EIF4A3,EIF4A3.png,2
EIF4B,EIF4B.png,9
EIF4E,EIF4E.png,14
EIF4E2,EIF4E2.png,8
EIF4E3,EIF4E3.png,9
EIF4EBP1,EIF4EBP1.png,1
EIF4EBP2,EIF4EBP2.png,11
EIF4EBP3,EIF4EBP3.png,1
EIF4EBP3_ANKHD1,EIF4EBP3_ANKHD1.png,1
EIF4ENIF1,EIF4ENIF1.png,4
EIF4G1,EIF4G1.png,43
EIF4G2,EIF4G2.png,29
EIF4G3,EIF4G3.png,2
EIF4H,EIF4H.png,3
EIF5,EIF5.png,17
EIF5A,EIF5A.png,2
EIF5A2,EIF5A2.png,7
EIF5B,EIF5B.png,23
EIF6,EIF6.png,1
EIPR1,EIPR1.png,1
ELAC1,ELAC1.png,1
ELAC2,ELAC2.png,13
ELAC2_ENSG00000263707,ELAC2_ENSG00000263707.png,1
ELAVL1,ELAVL1.png,7
ELF1,ELF1.png,7
ELF2,ELF2.png,1
ELFN1,ELFN1.png,7
ELK1,ELK1.png,3
ELK3,ELK3.png,6
ELK4,ELK4.png,1
ELL,ELL.png,5
ELL2,ELL2.png,18
ELMO1,ELMO1.png,2
ELMO2,ELMO2.png,7
ELMOD1,ELMOD1.png,1
ELMOD2,ELMOD2.png,7
ELMOD3,ELMOD3.png,3
ELN,ELN.png,11
ELOA,ELOA.png,4
ELOB,ELOB.png,1
ELOC,ELOC.png,5
ELOF1,ELOF1.png,2
ELOVL1,ELOVL1.png,1
ELOVL2,ELOVL2.png,1
ELOVL4,ELOVL4.png,1
ELOVL5,ELOVL5.png,2
ELOVL6,ELOVL6.png,1
ELOVL7,ELOVL7.png,1
ELP1,ELP1.png,8
ELP2,ELP2.png,20
ELP3,ELP3.png,5
ELP4,ELP4.png,4
ELP5,ELP5.png,2
EMB,EMB.png,1
EMC1,EMC1.png,6
EMC10,EMC10.png,5
EMC2,EMC2.png,5
EMC3,EMC3.png,4
EMC4,EMC4.png,3
EMC6,EMC6.png,2
EMC7,EMC7.png,1
EMC8,EMC8.png,3
EMC9,EMC9.png,1
EMCN,EMCN.png,7
EMD,EMD.png,1
EMG1,EMG1.png,2
EMILIN1,EMILIN1.png,1
EMILIN2,EMILIN2.png,2
EML1,EML1.png,12
EML2,EML2.png,2
EML3,EML3.png,2
EML4,EML4.png,1
EMP1,EMP1.png,3
EMP2,EMP2.png,4
EMP3,EMP3.png,2
EMSY,EMSY.png,8
ENAH,ENAH.png,21
ENAM,ENAM.png,3
ENC1,ENC1.png,1
ENDOD1,ENDOD1.png,3
ENDOG,ENDOG.png,1
ENDOV,ENDOV.png,5
ENG,ENG.png,9
ENGASE,ENGASE.png,2
ENO1,ENO1.png,2
ENO1P4_TMEM237,ENO1P4_TMEM237.png,2
ENO2,ENO2.png,1
ENO3,ENO3.png,5
ENOPH1,ENOPH1.png,2
ENOSF1,ENOSF1.png,1
ENOX1,ENOX1.png,4
ENOX2,ENOX2.png,8
ENPEP,ENPEP.png,1
ENPP1,ENPP1.png,1
ENPP2,ENPP2.png,6
ENPP4,ENPP4.png,10
ENPP5,ENPP5.png,6
ENSA,ENSA.png,4
ENSG00000093100,ENSG00000093100.png,1
ENSG00000124593,ENSG00000124593.png,1
ENSG00000174171,ENSG00000174171.png,1
ENSG00000176134,ENSG00000176134.png,1
ENSG00000180458,ENSG00000180458.png,3
ENSG00000183154,ENSG00000183154.png,1
ENSG00000183308,ENSG00000183308.png,1
ENSG00000196656,ENSG00000196656.png,1
ENSG00000203546,ENSG00000203546.png,1
ENSG00000204850,ENSG00000204850.png,1
ENSG00000205740,ENSG00000205740.png,1
ENSG00000206567,ENSG00000206567.png,1
ENSG00000213062,ENSG00000213062.png,4
ENSG00000213963,ENSG00000213963.png,1
ENSG00000214265,ENSG00000214265.png,1
ENSG00000214265_SNHG14,ENSG00000214265_SNHG14.png,1
ENSG00000214719,ENSG00000214719.png,4
ENSG00000215861,ENSG00000215861.png,21
ENSG00000223486,ENSG00000223486.png,1
ENSG00000223837_BRD2,ENSG00000223837_BRD2.png,2
ENSG00000223930,ENSG00000223930.png,1
ENSG00000224713,ENSG00000224713.png,1
ENSG00000226281,ENSG00000226281.png,3
ENSG00000226465,ENSG00000226465.png,1
ENSG00000226756,ENSG00000226756.png,1
ENSG00000226816,ENSG00000226816.png,1
ENSG00000226900,ENSG00000226900.png,5
ENSG00000226963,ENSG00000226963.png,1
ENSG00000227741_DCAF8,ENSG00000227741_DCAF8.png,1
ENSG00000227910,ENSG00000227910.png,1
ENSG00000227962,ENSG00000227962.png,1
ENSG00000228172,ENSG00000228172.png,1
ENSG00000229019,ENSG00000229019.png,1
ENSG00000229116,ENSG00000229116.png,1
ENSG00000229368_STIM1,ENSG00000229368_STIM1.png,2
ENSG00000229422,ENSG00000229422.png,1
ENSG00000230490,ENSG00000230490.png,4
ENSG00000230896_IPP,ENSG00000230896_IPP.png,2
ENSG00000231412,ENSG00000231412.png,1
ENSG00000231811,ENSG00000231811.png,11
ENSG00000231856,ENSG00000231856.png,1
ENSG00000231992_TLCD4-RWDD3_TLCD4,ENSG00000231992_TLCD4-RWDD3_TLCD4.png,1
ENSG00000232031,ENSG00000232031.png,1
ENSG00000232194,ENSG00000232194.png,1
ENSG00000233030,ENSG00000233030.png,1
ENSG00000233251,ENSG00000233251.png,1
ENSG00000234998,ENSG00000234998.png,1
ENSG00000235151,ENSG00000235151.png,1
ENSG00000235959,ENSG00000235959.png,1
ENSG00000236514,ENSG00000236514.png,1
ENSG00000236723_CZIB,ENSG00000236723_CZIB.png,1
ENSG00000236740,ENSG00000236740.png,1
ENSG00000237461,ENSG00000237461.png,1
ENSG00000237550,ENSG00000237550.png,1
ENSG00000238009_ENSG00000241860,ENSG00000238009_ENSG00000241860.png,1
ENSG00000238102,ENSG00000238102.png,5
ENSG00000240801_IGF2,ENSG00000240801_IGF2.png,1
ENSG00000241439,ENSG00000241439.png,2
ENSG00000241860,ENSG00000241860.png,1
ENSG00000243176_LINC00881,ENSG00000243176_LINC00881.png,1
ENSG00000246203_YY1AP1,ENSG00000246203_YY1AP1.png,1
ENSG00000247033,ENSG00000247033.png,1
ENSG00000247934,ENSG00000247934.png,3
ENSG00000248206_STOX2,ENSG00000248206_STOX2.png,3
ENSG00000248896,ENSG00000248896.png,1
ENSG00000248994,ENSG00000248994.png,1
ENSG00000250644,ENSG00000250644.png,1
ENSG00000250775,ENSG00000250775.png,14
ENSG00000250934,ENSG00000250934.png,1
ENSG00000250994,ENSG00000250994.png,2
ENSG00000251244,ENSG00000251244.png,1
ENSG00000251391,ENSG00000251391.png,1
ENSG00000251555_RPL7AP28,ENSG00000251555_RPL7AP28.png,1
ENSG00000251615,ENSG00000251615.png,1
ENSG00000253177,ENSG00000253177.png,1
ENSG00000253369,ENSG00000253369.png,1
ENSG00000253520_ENSG00000290043,ENSG00000253520_ENSG00000290043.png,1
ENSG00000253805_MYOM2,ENSG00000253805_MYOM2.png,2
ENSG00000254002,ENSG00000254002.png,4
ENSG00000254298_ANXA6,ENSG00000254298_ANXA6.png,2
ENSG00000254372,ENSG00000254372.png,1
ENSG00000254400_RRP8,ENSG00000254400_RRP8.png,2
ENSG00000254533,ENSG00000254533.png,2
ENSG00000255182,ENSG00000255182.png,1
ENSG00000255224,ENSG00000255224.png,1
ENSG00000255455,ENSG00000255455.png,1
ENSG00000255508,ENSG00000255508.png,1
ENSG00000255730,ENSG00000255730.png,1
ENSG00000256349,ENSG00000256349.png,1
ENSG00000256894_BHLHE41,ENSG00000256894_BHLHE41.png,1
ENSG00000257327,ENSG00000257327.png,4
ENSG00000258377_DNAAF2,ENSG00000258377_DNAAF2.png,1
ENSG00000258539,ENSG00000258539.png,1
ENSG00000258789,ENSG00000258789.png,1
ENSG00000258989,ENSG00000258989.png,2
ENSG00000258989_PRKCH,ENSG00000258989_PRKCH.png,2
ENSG00000259341,ENSG00000259341.png,1
ENSG00000259353,ENSG00000259353.png,2
ENSG00000259370,ENSG00000259370.png,4
ENSG00000259523,ENSG00000259523.png,1
ENSG00000259623,ENSG00000259623.png,1
ENSG00000259828,ENSG00000259828.png,1
ENSG00000259828_ENSG00000286452,ENSG00000259828_ENSG00000286452.png,4
ENSG00000259924,ENSG00000259924.png,1
ENSG00000259976,ENSG00000259976.png,4
ENSG00000260000,ENSG00000260000.png,1
ENSG00000260077,ENSG00000260077.png,1
ENSG00000260092_TMEM231,ENSG00000260092_TMEM231.png,1
ENSG00000260244,ENSG00000260244.png,2
ENSG00000260267,ENSG00000260267.png,1
ENSG00000260274,ENSG00000260274.png,1
ENSG00000260349,ENSG00000260349.png,1
ENSG00000260391,ENSG00000260391.png,1
ENSG00000260398,ENSG00000260398.png,3
ENSG00000260409_ENSG00000290326,ENSG00000260409_ENSG00000290326.png,1
ENSG00000260534,ENSG00000260534.png,1
ENSG00000260566,ENSG00000260566.png,1
ENSG00000260583_MRPL39,ENSG00000260583_MRPL39.png,1
ENSG00000260658,ENSG00000260658.png,6
ENSG00000260658_ENSG00000261502,ENSG00000260658_ENSG00000261502.png,2
ENSG00000260772,ENSG00000260772.png,1
ENSG00000260912_ACER2,ENSG00000260912_ACER2.png,2
ENSG00000260917,ENSG00000260917.png,1
ENSG00000261069_SNHG14,ENSG00000261069_SNHG14.png,1
ENSG00000261101,ENSG00000261101.png,1
ENSG00000261167,ENSG00000261167.png,1
ENSG00000261211,ENSG00000261211.png,1
ENSG00000261335,ENSG00000261335.png,1
ENSG00000261459,ENSG00000261459.png,1
ENSG00000261526,ENSG00000261526.png,1
ENSG00000261553,ENSG00000261553.png,5
ENSG00000261611,ENSG00000261611.png,1
ENSG00000261655,ENSG00000261655.png,1
ENSG00000262420,ENSG00000262420.png,1
ENSG00000262879,ENSG00000262879.png,6
ENSG00000263244,ENSG00000263244.png,2
ENSG00000263276,ENSG00000263276.png,1
ENSG00000263698_DSCAS,ENSG00000263698_DSCAS.png,1
ENSG00000264668,ENSG00000264668.png,1
ENSG00000265393_MFSD3,ENSG00000265393_MFSD3.png,1
ENSG00000266718,ENSG00000266718.png,1
ENSG00000266947,ENSG00000266947.png,2
ENSG00000266981,ENSG00000266981.png,1
ENSG00000267058_ZNF404,ENSG00000267058_ZNF404.png,1
ENSG00000267059,ENSG00000267059.png,1
ENSG00000267072,ENSG00000267072.png,3
ENSG00000267175_ENSG00000267316,ENSG00000267175_ENSG00000267316.png,1
ENSG00000267287,ENSG00000267287.png,1
ENSG00000267557_NUDT19,ENSG00000267557_NUDT19.png,1
ENSG00000267713_MAPK4,ENSG00000267713_MAPK4.png,1
ENSG00000267868,ENSG00000267868.png,1
ENSG00000268119,ENSG00000268119.png,1
ENSG00000268205,ENSG00000268205.png,1
ENSG00000268362,ENSG00000268362.png,1
ENSG00000268713,ENSG00000268713.png,1
ENSG00000268858,ENSG00000268858.png,2
ENSG00000269176,ENSG00000269176.png,1
ENSG00000269693_ZNF490,ENSG00000269693_ZNF490.png,1
ENSG00000269886_RPUSD3,ENSG00000269886_RPUSD3.png,1
ENSG00000269940_KLC1,ENSG00000269940_KLC1.png,1
ENSG00000270074,ENSG00000270074.png,1
ENSG00000270108_KLC1,ENSG00000270108_KLC1.png,2
ENSG00000270277,ENSG00000270277.png,1
ENSG00000270412,ENSG00000270412.png,1
ENSG00000270504,ENSG00000270504.png,1
ENSG00000270659,ENSG00000270659.png,1
ENSG00000270696,ENSG00000270696.png,2
ENSG00000271420_TCEA3,ENSG00000271420_TCEA3.png,1
ENSG00000271452,ENSG00000271452.png,1
ENSG00000271737,ENSG00000271737.png,1
ENSG00000271741,ENSG00000271741.png,2
ENSG00000271793,ENSG00000271793.png,1
ENSG00000271833_GARNL3,ENSG00000271833_GARNL3.png,2
ENSG00000271843_PSMD6,ENSG00000271843_PSMD6.png,2
ENSG00000271976,ENSG00000271976.png,1
ENSG00000272004,ENSG00000272004.png,1
ENSG00000272070,ENSG00000272070.png,5
ENSG00000272106,ENSG00000272106.png,1
ENSG00000272129_BCKDHB,ENSG00000272129_BCKDHB.png,3
ENSG00000272335,ENSG00000272335.png,1
ENSG00000272463,ENSG00000272463.png,1
ENSG00000272482_DHRS3,ENSG00000272482_DHRS3.png,1
ENSG00000272501,ENSG00000272501.png,1
ENSG00000272667,ENSG00000272667.png,1
ENSG00000272688_MYOM1,ENSG00000272688_MYOM1.png,2
ENSG00000272831,ENSG00000272831.png,1
