gene,png,n_tx
SLC35F6,SLC35F6.png,3
SLC35G1,SLC35G1.png,4
SLC35G2,SLC35G2.png,1
SLC36A1,SLC36A1.png,1
SLC36A4,SLC36A4.png,5
SLC37A1,SLC37A1.png,5
SLC37A2,SLC37A2.png,1
SLC37A3,SLC37A3.png,3
SLC37A4,SLC37A4.png,1
SLC38A1,SLC38A1.png,26
SLC38A10,SLC38A10.png,20
SLC38A2,SLC38A2.png,9
SLC38A3,SLC38A3.png,2
SLC38A4,SLC38A4.png,1
SLC38A6,SLC38A6.png,1
SLC38A7,SLC38A7.png,10
SLC38A9,SLC38A9.png,1
SLC39A1,SLC39A1.png,4
SLC39A10,SLC39A10.png,1
SLC39A11,SLC39A11.png,1
SLC39A13,SLC39A13.png,5
SLC39A14,SLC39A14.png,18
SLC39A3,SLC39A3.png,3
SLC39A3_ENSG00000261342,SLC39A3_ENSG00000261342.png,1
SLC39A4_CPSF1,SLC39A4_CPSF1.png,1
SLC39A6,SLC39A6.png,4
SLC39A7,SLC39A7.png,2
SLC39A8,SLC39A8.png,2
SLC39A9,SLC39A9.png,6
SLC3A2,SLC3A2.png,1
SLC40A1,SLC40A1.png,9
SLC41A1,SLC41A1.png,44
SLC41A3,SLC41A3.png,5
SLC43A1,SLC43A1.png,2
SLC43A2,SLC43A2.png,5
SLC43A3,SLC43A3.png,7
SLC44A1,SLC44A1.png,5
SLC44A2,SLC44A2.png,14
SLC44A3,SLC44A3.png,1
SLC44A3-AS1,SLC44A3-AS1.png,2
SLC44A5,SLC44A5.png,1
SLC45A1,SLC45A1.png,1
SLC45A3,SLC45A3.png,1
SLC45A4,SLC45A4.png,1
SLC46A1,SLC46A1.png,1
SLC46A3,SLC46A3.png,6
SLC47A1,SLC47A1.png,6
SLC48A1,SLC48A1.png,3
SLC49A3,SLC49A3.png,1
SLC49A4,SLC49A4.png,4
SLC4A1AP,SLC4A1AP.png,6
SLC4A2,SLC4A2.png,3
SLC4A3,SLC4A3.png,65
SLC4A4,SLC4A4.png,8
SLC4A5,SLC4A5.png,1
SLC4A7,SLC4A7.png,6
SLC52A2,SLC52A2.png,2
SLC52A3,SLC52A3.png,3
SLC5A1,SLC5A1.png,21
SLC5A6,SLC5A6.png,2
SLC66A1,SLC66A1.png,3
SLC66A2,SLC66A2.png,1
SLC66A3,SLC66A3.png,2
SLC6A6,SLC6A6.png,5
SLC6A8,SLC6A8.png,4
SLC7A1,SLC7A1.png,5
SLC7A2,SLC7A2.png,3
SLC7A5,SLC7A5.png,3
SLC7A6,SLC7A6.png,9
SLC7A6OS,SLC7A6OS.png,5
SLC7A8,SLC7A8.png,1
SLC8A1,SLC8A1.png,19
SLC8A1-AS1,SLC8A1-AS1.png,1
SLC8B1,SLC8B1.png,5
SLC9A1,SLC9A1.png,3
SLC9A3,SLC9A3.png,2
SLC9A3R1,SLC9A3R1.png,2
SLC9A3R2,SLC9A3R2.png,7
SLC9A5,SLC9A5.png,1
SLC9A6,SLC9A6.png,9
SLC9A7,SLC9A7.png,1
SLC9A7P1,SLC9A7P1.png,2
SLC9A8,SLC9A8.png,6
SLC9A9,SLC9A9.png,1
SLC9B2,SLC9B2.png,1
SLCO2A1,SLCO2A1.png,3
SLCO2B1,SLCO2B1.png,4
SLCO3A1,SLCO3A1.png,3
SLCO4A1,SLCO4A1.png,7
SLCO4C1,SLCO4C1.png,1
SLCO5A1,SLCO5A1.png,2
SLF1,SLF1.png,6
SLF2,SLF2.png,7
SLFN11,SLFN11.png,6
SLFN5,SLFN5.png,4
SLIRP,SLIRP.png,2
SLIT3,SLIT3.png,2
SLITRK4,SLITRK4.png,5
SLK,SLK.png,5
SLMAP,SLMAP.png,93
SLN,SLN.png,1
SLTM,SLTM.png,8
SLU7,SLU7.png,4
SLX1A-SULT1A3,SLX1A-SULT1A3.png,1
SLX9,SLX9.png,2
SMAD1,SMAD1.png,2
SMAD2,SMAD2.png,16
SMAD3,SMAD3.png,3
SMAD4,SMAD4.png,7
SMAD4_ELAC1,SMAD4_ELAC1.png,2
SMAD5,SMAD5.png,17
SMAD9,SMAD9.png,2
SMAP1,SMAP1.png,6
SMAP2,SMAP2.png,1
SMARCA1,SMARCA1.png,24
SMARCA2,SMARCA2.png,10
SMARCA4,SMARCA4.png,7
SMARCA5,SMARCA5.png,14
SMARCAD1,SMARCAD1.png,3
SMARCAL1,SMARCAL1.png,2
SMARCB1,SMARCB1.png,3
SMARCC1,SMARCC1.png,11
SMARCC2,SMARCC2.png,11
SMARCD1,SMARCD1.png,2
SMARCD3,SMARCD3.png,3
SMARCE1,SMARCE1.png,6
SMC1A,SMC1A.png,8
SMC2,SMC2.png,6
SMC2-DT,SMC2-DT.png,1
SMC3,SMC3.png,9
SMC4,SMC4.png,3
SMC5,SMC5.png,10
SMC6,SMC6.png,7
SMCHD1,SMCHD1.png,3
SMCO1,SMCO1.png,3
SMCR8,SMCR8.png,2
SMDT1,SMDT1.png,2
SMG1,SMG1.png,7
SMG1P5,SMG1P5.png,1
SMG5,SMG5.png,15
SMG6,SMG6.png,5
SMG7,SMG7.png,24
SMG8,SMG8.png,3
SMG9,SMG9.png,1
SMIM10,SMIM10.png,1
SMIM10L1,SMIM10L1.png,7
SMIM12,SMIM12.png,4
SMIM13,SMIM13.png,1
SMIM14,SMIM14.png,3
SMIM15,SMIM15.png,5
SMIM15-AS1,SMIM15-AS1.png,3
SMIM19,SMIM19.png,3
SMIM20,SMIM20.png,2
SMIM26,SMIM26.png,1
SMIM29,SMIM29.png,1
SMIM3,SMIM3.png,1
SMIM30,SMIM30.png,2
SMIM4,SMIM4.png,1
SMIM7,SMIM7.png,2
SMIM7_ENSG00000269044,SMIM7_ENSG00000269044.png,1
SMIM8,SMIM8.png,2
SMN1,SMN1.png,1
SMNDC1,SMNDC1.png,6
SMOC2,SMOC2.png,4
SMOX,SMOX.png,1
SMPD1,SMPD1.png,5
SMPD2,SMPD2.png,1
SMPD4,SMPD4.png,6
SMPD4BP,SMPD4BP.png,1
SMPDL3A,SMPDL3A.png,4
SMPX,SMPX.png,5
SMS,SMS.png,2
SMS_MBTPS2,SMS_MBTPS2.png,1
SMTN,SMTN.png,7
SMTNL2,SMTNL2.png,3
SMU1,SMU1.png,9
SMUG1,SMUG1.png,4
SMURF1,SMURF1.png,2
SMURF2,SMURF2.png,5
SMYD1,SMYD1.png,32
SMYD2,SMYD2.png,11
SMYD4,SMYD4.png,5
SMYD5,SMYD5.png,1
SNAI2,SNAI2.png,1
SNAI3,SNAI3.png,1
SNAI3-AS1,SNAI3-AS1.png,1
SNAP23,SNAP23.png,4
SNAP29,SNAP29.png,11
SNAP47,SNAP47.png,9
SNAPC1,SNAPC1.png,3
SNAPC2,SNAPC2.png,1
SNAPC3,SNAPC3.png,13
SNAPC4,SNAPC4.png,1
SNAPC5,SNAPC5.png,2
SNAPC5_ENSG00000261351,SNAPC5_ENSG00000261351.png,2
SNAPIN,SNAPIN.png,1
SNCA,SNCA.png,3
SND1,SND1.png,8
SNF8,SNF8.png,1
SNHG14,SNHG14.png,19
SNHG16,SNHG16.png,5
SNHG20,SNHG20.png,1
SNHG28,SNHG28.png,4
SNHG29,SNHG29.png,1
SNIP1,SNIP1.png,1
SNN,SNN.png,3
SNPH,SNPH.png,5
SNRK,SNRK.png,6
SNRNP200,SNRNP200.png,3
SNRNP25,SNRNP25.png,2
SNRNP27,SNRNP27.png,2
SNRNP35,SNRNP35.png,1
SNRNP40,SNRNP40.png,2
SNRNP48,SNRNP48.png,4
SNRNP70,SNRNP70.png,2
SNRPA,SNRPA.png,1
SNRPA1,SNRPA1.png,2
SNRPB,SNRPB.png,2
SNRPB2,SNRPB2.png,2
SNRPC,SNRPC.png,1
SNRPD1,SNRPD1.png,4
SNRPD2,SNRPD2.png,1
SNRPD3,SNRPD3.png,5
SNRPN,SNRPN.png,12
SNRPN_SNHG14,SNRPN_SNHG14.png,2
SNTA1,SNTA1.png,4
SNU13,SNU13.png,3
SNUPN,SNUPN.png,2
SNURF,SNURF.png,1
SNW1,SNW1.png,3
SNX1,SNX1.png,7
SNX10,SNX10.png,1
SNX11,SNX11.png,2
SNX12,SNX12.png,4
SNX13,SNX13.png,20
SNX14,SNX14.png,12
SNX15,SNX15.png,1
SNX16,SNX16.png,4
SNX17,SNX17.png,5
SNX18,SNX18.png,8
SNX19,SNX19.png,18
SNX2,SNX2.png,4
SNX20,SNX20.png,1
SNX21,SNX21.png,6
SNX24,SNX24.png,2
SNX25,SNX25.png,1
SNX27,SNX27.png,6
SNX29,SNX29.png,2
SNX3,SNX3.png,3
SNX30,SNX30.png,1
SNX33,SNX33.png,1
SNX4,SNX4.png,6
SNX5,SNX5.png,4
SNX6,SNX6.png,10
SNX7,SNX7.png,2
SNX8,SNX8.png,1
SNX9,SNX9.png,7
SOAT1,SOAT1.png,4
SOBP,SOBP.png,1
SOCS2,SOCS2.png,6
SOCS3,SOCS3.png,1
SOCS4,SOCS4.png,4
SOCS5,SOCS5.png,7
SOCS6,SOCS6.png,6
SOCS7,SOCS7.png,3
SOD1,SOD1.png,2
SOD2,SOD2.png,17
SOD3,SOD3.png,2
SOGA1,SOGA1.png,2
SON,SON.png,10
SORBS1,SORBS1.png,205
SORBS2,SORBS2.png,388
SORBS3,SORBS3.png,15
SORCS2,SORCS2.png,1
SORD,SORD.png,3
SORL1,SORL1.png,1
SORT1,SORT1.png,13
SOS1,SOS1.png,4
SOS2,SOS2.png,4
SOWAHC,SOWAHC.png,1
SOX13,SOX13.png,1
SOX17,SOX17.png,3
SOX4,SOX4.png,1
SOX6,SOX6.png,2
SOX7,SOX7.png,2
SOX9,SOX9.png,3
SOX9-AS1,SOX9-AS1.png,2
SP1,SP1.png,2
SP100,SP100.png,17
SP110,SP110.png,3
SP140L,SP140L.png,2
SP2,SP2.png,11
SP2-AS1,SP2-AS1.png,1
SP3,SP3.png,9
SP4,SP4.png,3
SPACA9,SPACA9.png,2
SPAG16,SPAG16.png,2
SPAG7,SPAG7.png,2
SPAG9,SPAG9.png,12
SPARC,SPARC.png,6
SPARCL1,SPARCL1.png,10
SPART,SPART.png,25
SPAST,SPAST.png,2
SPATA13,SPATA13.png,3
SPATA18,SPATA18.png,3
SPATA2,SPATA2.png,1
SPATA20,SPATA20.png,3
SPATA2L,SPATA2L.png,2
SPATA5,SPATA5.png,2
SPATA5L1,SPATA5L1.png,2
SPATA7,SPATA7.png,1
SPATC1L,SPATC1L.png,1
SPATS2,SPATS2.png,1
SPATS2L,SPATS2L.png,11
SPC24,SPC24.png,1
SPCS1,SPCS1.png,1
SPCS2,SPCS2.png,3
SPCS3,SPCS3.png,18
SPDL1,SPDL1.png,4
SPECC1,SPECC1.png,1
SPECC1L,SPECC1L.png,18
SPEF2,SPEF2.png,1
SPEG,SPEG.png,6
SPEN,SPEN.png,7
SPEN-AS1,SPEN-AS1.png,2
SPESP1,SPESP1.png,1
SPG11,SPG11.png,6
SPG21,SPG21.png,2
SPG7,SPG7.png,15
SPHK1,SPHK1.png,3
SPHK2,SPHK2.png,4
SPHKAP,SPHKAP.png,15
SPICE1,SPICE1.png,3
SPIDR,SPIDR.png,5
SPIN1,SPIN1.png,19
SPIN3,SPIN3.png,3
SPIN4,SPIN4.png,1
SPINT2,SPINT2.png,1
SPIRE1,SPIRE1.png,4
SPIRE2,SPIRE2.png,1
SPNS1,SPNS1.png,6
SPNS2,SPNS2.png,1
SPOCK1,SPOCK1.png,3
SPOCK2,SPOCK2.png,4
SPOCK3,SPOCK3.png,1
SPON1,SPON1.png,4
SPON2,SPON2.png,1
SPOP,SPOP.png,16
SPOPL,SPOPL.png,3
SPOUT1,SPOUT1.png,2
SPP1,SPP1.png,2
SPPL2A,SPPL2A.png,10
SPPL2B,SPPL2B.png,5
SPPL3,SPPL3.png,2
SPR,SPR.png,2
SPRED1,SPRED1.png,1
SPRED2,SPRED2.png,5
SPRING1,SPRING1.png,1
SPRTN,SPRTN.png,6
SPRY1,SPRY1.png,1
SPRY2,SPRY2.png,3
SPRY4,SPRY4.png,2
SPRYD3,SPRYD3.png,5
SPRYD4,SPRYD4.png,2
SPRYD7,SPRYD7.png,5
SPSB1,SPSB1.png,2
SPSB3,SPSB3.png,2
SPSB4,SPSB4.png,2
SPTAN1,SPTAN1.png,14
SPTB,SPTB.png,5
SPTBN1,SPTBN1.png,36
SPTLC1,SPTLC1.png,6
SPTLC2,SPTLC2.png,4
SPTLC3,SPTLC3.png,4
SPTSSA,SPTSSA.png,3
SPTSSB,SPTSSB.png,1
SPTY2D1,SPTY2D1.png,7
SPX,SPX.png,4
SQLE,SQLE.png,1
SQOR,SQOR.png,2
SQSTM1,SQSTM1.png,7
SRA1,SRA1.png,3
SRBD1,SRBD1.png,4
SRC,SRC.png,1
SRCAP,SRCAP.png,1
SRD5A1,SRD5A1.png,2
SRD5A3,SRD5A3.png,2
SREBF1,SREBF1.png,3
SREBF2,SREBF2.png,7
SREBF2-AS1,SREBF2-AS1.png,2
SREK1,SREK1.png,6
SREK1IP1,SREK1IP1.png,4
SRF,SRF.png,2
SRFBP1,SRFBP1.png,3
SRGAP2,SRGAP2.png,6
SRGAP2B,SRGAP2B.png,1
SRGAP2C,SRGAP2C.png,4
SRGAP3,SRGAP3.png,7
SRGN,SRGN.png,2
SRI,SRI.png,3
SRL,SRL.png,23
SRM,SRM.png,1
SRP14,SRP14.png,4
SRP14-DT,SRP14-DT.png,4
SRP19,SRP19.png,2
SRP54,SRP54.png,3
SRP68,SRP68.png,5
SRP72,SRP72.png,2
SRP9,SRP9.png,3
SRPK1,SRPK1.png,5
SRPK2,SRPK2.png,4
SRPK3,SRPK3.png,2
SRPRA,SRPRA.png,6
SRPRB,SRPRB.png,3
SRPX,SRPX.png,4
SRPX2,SRPX2.png,2
SRR,SRR.png,3
SRRD,SRRD.png,2
SRRM1,SRRM1.png,22
SRRM2,SRRM2.png,1
SRRT,SRRT.png,5
SRSF1,SRSF1.png,9
SRSF10,SRSF10.png,14
SRSF11,SRSF11.png,9
SRSF2,SRSF2.png,3
SRSF3,SRSF3.png,5
SRSF4,SRSF4.png,4
SRSF5,SRSF5.png,5
SRSF6,SRSF6.png,3
SRSF7,SRSF7.png,7
SRSF8,SRSF8.png,9
SRSF9,SRSF9.png,1
SRXN1,SRXN1.png,1
SS18,SS18.png,3
SS18L1,SS18L1.png,2
SS18L2,SS18L2.png,1
SSB,SSB.png,1
SSBP1,SSBP1.png,1
SSBP2,SSBP2.png,6
SSBP3,SSBP3.png,2
SSBP4,SSBP4.png,1
SSH1,SSH1.png,5
SSH2,SSH2.png,1
SSH3,SSH3.png,6
SSNA1,SSNA1.png,2
SSPN,SSPN.png,6
SSR1,SSR1.png,12
SSR2,SSR2.png,1
SSR3,SSR3.png,8
SSR4,SSR4.png,1
SSRP1,SSRP1.png,5
SSTR1,SSTR1.png,1
SSTR5,SSTR5.png,2
SSTR5-AS1,SSTR5-AS1.png,7
SSU72,SSU72.png,2
SSX2IP,SSX2IP.png,16
ST13,ST13.png,9
ST14,ST14.png,2
ST20-AS1,ST20-AS1.png,2
ST3GAL1,ST3GAL1.png,20
ST3GAL2,ST3GAL2.png,6
ST3GAL3,ST3GAL3.png,11
ST3GAL4,ST3GAL4.png,3
ST3GAL5,ST3GAL5.png,1
ST3GAL6,ST3GAL6.png,23
ST3GAL6-AS1,ST3GAL6-AS1.png,2
ST6GAL1,ST6GAL1.png,9
ST6GALNAC1,ST6GALNAC1.png,1
ST6GALNAC2,ST6GALNAC2.png,1
ST6GALNAC4,ST6GALNAC4.png,5
ST6GALNAC6,ST6GALNAC6.png,4
ST7,ST7.png,4
ST7L,ST7L.png,6
ST8SIA1,ST8SIA1.png,1
ST8SIA2,ST8SIA2.png,4
ST8SIA4,ST8SIA4.png,3
ST8SIA5,ST8SIA5.png,6
ST8SIA6,ST8SIA6.png,1
STAG1,STAG1.png,5
STAG2,STAG2.png,8
STAG3L1,STAG3L1.png,1
STAG3L4,STAG3L4.png,2
STAM,STAM.png,9
STAM2,STAM2.png,13
STAMBP,STAMBP.png,4
STAMBPL1,STAMBPL1.png,1
STARD13,STARD13.png,11
STARD3,STARD3.png,1
STARD3NL,STARD3NL.png,5
STARD4,STARD4.png,7
STARD7,STARD7.png,10
STARD7-AS1,STARD7-AS1.png,1
STARD8,STARD8.png,2
STAT1,STAT1.png,9
STAT2,STAT2.png,4
STAT3,STAT3.png,24
STAT4,STAT4.png,4
STAT5A,STAT5A.png,3
STAT5B,STAT5B.png,2
STAT6,STAT6.png,4
STAU1,STAU1.png,31
STAU2,STAU2.png,53
STBD1,STBD1.png,4
STC1,STC1.png,2
STC2,STC2.png,3
STEAP2,STEAP2.png,1
STEAP3,STEAP3.png,6
STEAP4,STEAP4.png,7
STEEP1,STEEP1.png,1
STIM1,STIM1.png,4
STIM2,STIM2.png,3
STIMATE,STIMATE.png,2
STING1,STING1.png,3
STIP1,STIP1.png,3
STK10,STK10.png,3
STK11,STK11.png,7
STK11IP,STK11IP.png,3
STK16,STK16.png,1
STK17A,STK17A.png,10
STK24,STK24.png,4
STK25,STK25.png,8
STK26,STK26.png,1
STK3,STK3.png,2
STK33,STK33.png,7
STK35,STK35.png,2
STK36,STK36.png,3
STK38,STK38.png,5
STK38L,STK38L.png,28
STK39,STK39.png,2
STK4,STK4.png,3
STK40,STK40.png,4
STKLD1,STKLD1.png,1
STMN1,STMN1.png,2
STMN3,STMN3.png,1
STMP1,STMP1.png,4
STN1,STN1.png,9
STOM,STOM.png,4
STOML1,STOML1.png,2
STOML2,STOML2.png,2
STON1,STON1.png,2
STOX2,STOX2.png,4
STOX2_ENSG00000248206,STOX2_ENSG00000248206.png,2
STPG1,STPG1.png,3
STRADA,STRADA.png,4
STRADB,STRADB.png,7
STRAP,STRAP.png,3
STRBP,STRBP.png,4
STRIP1,STRIP1.png,3
STRIP2,STRIP2.png,7
STRN,STRN.png,6
STRN3,STRN3.png,6
STRN4,STRN4.png,6
STS,STS.png,3
STT3A,STT3A.png,9
STT3B,STT3B.png,11
STUB1,STUB1.png,1
STX10,STX10.png,2
STX11,STX11.png,6
STX12,STX12.png,4
STX16,STX16.png,20
STX17,STX17.png,5
STX18,STX18.png,3
STX1B,STX1B.png,1
STX2,STX2.png,2
STX3,STX3.png,5
STX4,STX4.png,1
STX5,STX5.png,1
STX6,STX6.png,4
STX7,STX7.png,12
STX8,STX8.png,1
STXBP1,STXBP1.png,5
STXBP3,STXBP3.png,4
STXBP4,STXBP4.png,1
STXBP5,STXBP5.png,1
STXBP6,STXBP6.png,4
STYX,STYX.png,9
STYXL1,STYXL1.png,1
STYXL2,STYXL2.png,22
SUB1,SUB1.png,5
SUCLA2,SUCLA2.png,9
SUCLG1,SUCLG1.png,3
SUCLG2,SUCLG2.png,8
SUCLG2-DT,SUCLG2-DT.png,3
SUCO,SUCO.png,7
SUDS3,SUDS3.png,8
SUFU,SUFU.png,6
SUGP1,SUGP1.png,2
SUGP2,SUGP2.png,12
SUGT1,SUGT1.png,7
SUGT1P1_NOL6,SUGT1P1_NOL6.png,1
SUGT1P3,SUGT1P3.png,2
SULF1,SULF1.png,6
SULF2,SULF2.png,5
SULT1A1,SULT1A1.png,1
SULT1A3,SULT1A3.png,1
SULT1C4,SULT1C4.png,1
SUMF1,SUMF1.png,2
SUMF2,SUMF2.png,8
SUMO1,SUMO1.png,2
SUMO2,SUMO2.png,3
SUMO3,SUMO3.png,2
SUN1,SUN1.png,39
SUN2,SUN2.png,5
SUOX,SUOX.png,6
SUPT16H,SUPT16H.png,6
SUPT20H,SUPT20H.png,24
SUPT4H1,SUPT4H1.png,2
SUPT5H,SUPT5H.png,6
SUPT6H,SUPT6H.png,9
SUPT7L,SUPT7L.png,13
SUPV3L1,SUPV3L1.png,11
SURF1,SURF1.png,1
SURF4,SURF4.png,4
SURF6,SURF6.png,7
SUSD1,SUSD1.png,1
SUSD2,SUSD2.png,1
SUSD4,SUSD4.png,2
SUSD5,SUSD5.png,2
SUSD6,SUSD6.png,4
SUV39H1,SUV39H1.png,2
SUV39H2,SUV39H2.png,6
SUZ12,SUZ12.png,2
SV2B,SV2B.png,1
SVBP,SVBP.png,1
SVEP1,SVEP1.png,1
SVIL,SVIL.png,34
SVIL-AS1,SVIL-AS1.png,10
SVIP,SVIP.png,3
SVOP,SVOP.png,3
SWAP70,SWAP70.png,10
SWT1,SWT1.png,6
SYAP1,SYAP1.png,6
SYBU,SYBU.png,2
SYDE1,SYDE1.png,4
SYDE2,SYDE2.png,4
SYF2,SYF2.png,3
SYK,SYK.png,1
SYMPK,SYMPK.png,11
SYN1,SYN1.png,2
SYNC,SYNC.png,6
SYNCRIP,SYNCRIP.png,20
SYNDIG1,SYNDIG1.png,5
SYNE1,SYNE1.png,14
SYNE1-AS1,SYNE1-AS1.png,1
SYNE2,SYNE2.png,27
SYNGR1,SYNGR1.png,4
SYNGR2,SYNGR2.png,2
SYNJ1,SYNJ1.png,6
SYNJ2,SYNJ2.png,15
SYNJ2BP,SYNJ2BP.png,8
SYNM,SYNM.png,7
SYNM-AS2,SYNM-AS2.png,1
SYNPO,SYNPO.png,20
SYNPO2,SYNPO2.png,14
SYNPO2L,SYNPO2L.png,59
SYNPO2L-AS1,SYNPO2L-AS1.png,1
SYNRG,SYNRG.png,11
SYPL1,SYPL1.png,6
SYPL2,SYPL2.png,6
SYS1,SYS1.png,3
SYT11,SYT11.png,9
SYT13,SYT13.png,2
SYT15B,SYT15B.png,1
SYT3,SYT3.png,1
SYT7,SYT7.png,1
SYT9-AS1,SYT9-AS1.png,1
SYTL2,SYTL2.png,1
SYTL3,SYTL3.png,2
SYTL4,SYTL4.png,1
SYVN1,SYVN1.png,8
SZRD1,SZRD1.png,6
SZT2,SZT2.png,1
TAB1,TAB1.png,3
TAB2,TAB2.png,5
TAB3,TAB3.png,3
TACC1,TACC1.png,40
TACC2,TACC2.png,45
TACO1,TACO1.png,2
TADA1,TADA1.png,2
TADA2A,TADA2A.png,1
TADA2B,TADA2B.png,3
TADA3,TADA3.png,1
TAF1,TAF1.png,3
TAF11,TAF11.png,1
TAF12,TAF12.png,1
TAF13,TAF13.png,3
TAF15,TAF15.png,1
TAF1A,TAF1A.png,1
TAF1A-AS1,TAF1A-AS1.png,1
TAF1B,TAF1B.png,1
TAF1C,TAF1C.png,8
TAF2,TAF2.png,4
TAF3,TAF3.png,5
TAF4,TAF4.png,1
TAF4B,TAF4B.png,1
TAF5,TAF5.png,2
TAF5L,TAF5L.png,2
TAF6,TAF6.png,12
TAF6L,TAF6L.png,2
TAF7,TAF7.png,3
TAF8,TAF8.png,5
TAF9,TAF9.png,2
TAF9B,TAF9B.png,5
TAFAZZIN,TAFAZZIN.png,5
TAGLN,TAGLN.png,1
TAGLN2,TAGLN2.png,2
TAL1,TAL1.png,1
TALDO1,TALDO1.png,1
TANC1,TANC1.png,43
TANC2,TANC2.png,1
TANGO2,TANGO2.png,21
TANGO6,TANGO6.png,4
TANK,TANK.png,4
TAOK1,TAOK1.png,8
TAOK2,TAOK2.png,4
TAOK3,TAOK3.png,6
TAP1,TAP1.png,1
TAP2,TAP2.png,2
TAPBP,TAPBP.png,28
TAPBPL,TAPBPL.png,1
TAPT1,TAPT1.png,2
TAPT1-AS1,TAPT1-AS1.png,1
TARBP1,TARBP1.png,1
TARBP2,TARBP2.png,1
TARDBP,TARDBP.png,10
TARS1,TARS1.png,7
TARS1-DT,TARS1-DT.png,1
TARS2,TARS2.png,13
TARS3,TARS3.png,6
TASOR,TASOR.png,5
TASOR2,TASOR2.png,3
TASP1,TASP1.png,1
TATDN1,TATDN1.png,1
TATDN2,TATDN2.png,3
TATDN3,TATDN3.png,11
TAX1BP1,TAX1BP1.png,32
TAX1BP3,TAX1BP3.png,4
TAX1BP3_CTNS-AS1,TAX1BP3_CTNS-AS1.png,1
TBC1D1,TBC1D1.png,20
TBC1D10A,TBC1D10A.png,1
TBC1D10B,TBC1D10B.png,1
TBC1D12,TBC1D12.png,3
TBC1D13,TBC1D13.png,3
TBC1D14,TBC1D14.png,11
TBC1D15,TBC1D15.png,8
TBC1D16,TBC1D16.png,4
TBC1D17,TBC1D17.png,6
TBC1D19,TBC1D19.png,3
TBC1D2,TBC1D2.png,1
TBC1D20,TBC1D20.png,6
TBC1D22A,TBC1D22A.png,5
TBC1D22B,TBC1D22B.png,4
TBC1D23,TBC1D23.png,7
TBC1D24,TBC1D24.png,3
TBC1D25,TBC1D25.png,5
TBC1D2B,TBC1D2B.png,2
TBC1D31,TBC1D31.png,2
TBC1D32,TBC1D32.png,3
TBC1D4,TBC1D4.png,22
TBC1D5,TBC1D5.png,7
TBC1D7,TBC1D7.png,3
TBC1D8,TBC1D8.png,16
TBC1D8-AS1,TBC1D8-AS1.png,1
TBC1D8B,TBC1D8B.png,1
TBC1D9,TBC1D9.png,2
TBC1D9B,TBC1D9B.png,9
TBCA,TBCA.png,1
TBCC,TBCC.png,1
TBCCD1,TBCCD1.png,3
TBCD,TBCD.png,12
TBCE,TBCE.png,2
TBCEL,TBCEL.png,3
TBCK,TBCK.png,3
TBK1,TBK1.png,2
TBKBP1,TBKBP1.png,1
TBL1X,TBL1X.png,1
TBL1XR1,TBL1XR1.png,11
TBL2,TBL2.png,4
TBL3,TBL3.png,3
TBP,TBP.png,3
TBPL1,TBPL1.png,3
TBRG1,TBRG1.png,10
TBRG4,TBRG4.png,8
TBX2,TBX2.png,1
TBX21,TBX21.png,1
TBX3,TBX3.png,11
TBX5,TBX5.png,15
TBX5-AS1,TBX5-AS1.png,5
TBXA2R,TBXA2R.png,3
TC2N,TC2N.png,1
TCAF1,TCAF1.png,30
TCAF1P1,TCAF1P1.png,3
TCAIM,TCAIM.png,16
TCAP,TCAP.png,2
TCEA1,TCEA1.png,7
TCEA2,TCEA2.png,2
TCEA3,TCEA3.png,5
TCEA3_ASAP3,TCEA3_ASAP3.png,1
TCEAL1,TCEAL1.png,1
TCEAL3,TCEAL3.png,1
TCEAL4,TCEAL4.png,5
TCEAL8,TCEAL8.png,2
TCEANC,TCEANC.png,9
TCEANC2,TCEANC2.png,3
TCERG1,TCERG1.png,16
TCF12,TCF12.png,9
TCF19,TCF19.png,1
TCF21,TCF21.png,1
TCF25,TCF25.png,9
TCF3,TCF3.png,1
TCF4,TCF4.png,10
TCF7L1,TCF7L1.png,1
TCF7L2,TCF7L2.png,3
TCHP,TCHP.png,3
TCIM,TCIM.png,3
TCIRG1,TCIRG1.png,2
TCN2,TCN2.png,2
TCOF1,TCOF1.png,12
TCP1,TCP1.png,5
TCP11L2,TCP11L2.png,5
TCTA,TCTA.png,1
TCTN1,TCTN1.png,6
TCTN2,TCTN2.png,1
TCTN3,TCTN3.png,2
TDG,TDG.png,2
TDP1,TDP1.png,3
TDP2,TDP2.png,2
TDRD1,TDRD1.png,1
TDRD3,TDRD3.png,8
TDRD7,TDRD7.png,4
TDRKH,TDRKH.png,5
TDRP,TDRP.png,1
TEAD1,TEAD1.png,7
TEAD2,TEAD2.png,6
TEAD3,TEAD3.png,2
TECPR1,TECPR1.png,2
TECPR2,TECPR2.png,6
TECR,TECR.png,2
TECRL,TECRL.png,35
TEF,TEF.png,2
TEFM,TEFM.png,1
TEK,TEK.png,6
TEKT4P2,TEKT4P2.png,1
TELO2,TELO2.png,4
TENM2,TENM2.png,12
TENM3,TENM3.png,1
TENT2,TENT2.png,14
TENT4B,TENT4B.png,2
TENT5A,TENT5A.png,10
TENT5B,TENT5B.png,1
TENT5C,TENT5C.png,4
TEPSIN,TEPSIN.png,3
TERF1,TERF1.png,3
TERF2IP,TERF2IP.png,3
TES,TES.png,2
TESC,TESC.png,1
TESK2,TESK2.png,1
TET1,TET1.png,1
TET2,TET2.png,2
